year,ISSUE_DATE,PERMIT_SUBTYPE_NAME,DESC_OF_WORK,FULL_ADDRESS,street,zip,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
2020,"2020/11/02 05:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
S-ENERGY SN20-60MBE-320V SOLAR MODULES
(23) X320W= 7.36 KWdc @ STC
(23) IQ7-60-2-US ENPHASE MICRO INVERTERS","5314 CHILLUM PL NE, WASHINGTON, DC 20011","5314 CHILLUM PL NE",20011,38.955281,-76.994947,1,rooftop,"5314 Chillum Pl NE",,"Washington, DC 20011",5314,"Chillum Pl NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2020,"2020/11/03 05:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
HANWHA Q.PEAK DUO BLK-G5 320 SOLAR MODULES
(28) X320W= 8.960 KWdc @ STC
(28) IQ7-60-2-US ENPHASE MICRO INVERTERS","1354 PARKWOOD PL NW, WASHINGTON, DC 20010","1354 PARKWOOD PL NW",20010,38.935116,-77.031645,1,rooftop,"1354 Parkwood Pl NW",,"Washington, DC 20010",1354,"Parkwood Pl NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
2020,"2020/11/02 05:00:00+00","SOLAR SYSTEM","PERMIT REVISION FOR SOL210012

RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
(20) HANWHA Q.PEAK DUO BLK-G6+320 SOLAR MODULES
(20) IQ7-60-2-US ENPHASE MICRO INVERTERS","3328 17TH ST NW, WASHINGTON, DC 20010","3328 17TH ST NW",20010,38.933494,-77.039026,1,rooftop,"3328 17th St NW",,"Washington, DC 20010",3328,"17th St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
2020,"2020/11/02 05:00:00+00","SOLAR SYSTEM","PERMIT REVISION FOR SOL2002284

RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
SYSTEM AC SIZE @ STC: 10.32 kW SYSTEM DC SIZE @ STC: 13.76 kW
(43) HANWHA Q-CELLS Q.PEAK DUO BLK-G5 320 320W SOLAR MODULES
(43) ENPHASE IQ7-60-2-US MICRO INVERTER","2602 RHODE ISLAND AVE NE, WASHINGTON, DC 20018","2602 RHODE ISLAND AVE NE",20018,38.932321,-76.970026,1,rooftop,"2602 Rhode Island Ave NE",,"Washington, DC 20018",2602,"Rhode Island Ave NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
2020,"2020/11/03 05:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION

SYSTEM AC SIZE @ STC: 3.84 kW SYSTEM DC SIZE @ STC: 5.12 kW
(16) S-ENERGY SN20-60MBE-320V 320W SOLAR MODULES
(16) ENPHASE IQ7-60-2-US MICRO INVERTER","831 H R DR SE, WASHINGTON, DC 20032","831 H R DR SE",20032,38.82972,-76.992373,1,rooftop,"831 Hr Dr SE",,"Washington, DC 20032",831,"Hr Dr SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2020,"2020/11/03 05:00:00+00","SOLAR SYSTEM","RESINDTIAL GRIS INTERACTIVE SOLAR INSTALLATION

(16) HANWHA Q.PEAK DUO BLK-G5 320 SOLAR MODULES
(16) IQ7-60-2-US ENPHASE MICRO INVERTERS","1238 BARNABY TER SE, WASHINGTON, DC 20032","1238 BARNABY TER SE",20032,38.83424,-76.98681,1,rooftop,"1238 Barnaby Ter SE",,"Washington, DC 20032",1238,"Barnaby Ter SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2020,"2020/11/18 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","826 DELAFIELD PL NW, WASHINGTON, DC 20011","826 DELAFIELD PL NW",20011,38.948889,-77.024602,1,rooftop,"826 Delafield Pl NW",,"Washington, DC 20011",826,"Delafield Pl NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2020,"2020/11/09 05:00:00+00","SOLAR SYSTEM","RESIDENTIAL GRID INTERACTIVE SOLAR INSTALLATION
HANWHA Q.PEAK DUO BLK-G5 320 SOLAR MODULES
(20) X320W= 6.400 KWdc @ STC
(20) IQ7-60-2-US ENPHASE MICRO INVERTERS","1327 QUEEN ST NE, WASHINGTON, DC 20002","1327 QUEEN ST NE",20002,38.905297,-76.983528,1,rooftop,"1327 Queen St NE",,"Washington, DC 20002",1327,"Queen St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2020,"2020/11/06 05:00:00+00","SOLAR SYSTEM","INSTALL 23 ROOF MOUNTED SOLAR PANELS","1310 FARRAGUT ST NW, WASHINGTON, DC 20011","1310 FARRAGUT ST NW",20011,38.950636,-77.030874,1,rooftop,"1310 Farragut St NW",,"Washington, DC 20011",1310,"Farragut St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2020,"2020/11/06 05:00:00+00","SOLAR SYSTEM","INSTALL 25 ROOF MOUNTED SOLAR PANELS","3318 OXON RUN RD SE, WASHINGTON, DC 20032","3318 OXON RUN RD SE",20032,38.840375,-76.995515,1,rooftop,"3318 Oxon Run Rd SE",,"Washington, DC 20032",3318,"Oxon Run Rd SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2020,"2020/11/18 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","408 OKLAHOMA AVE NE, WASHINGTON, DC 20002","408 OKLAHOMA AVE NE",20002,38.895639,-76.972473,1,rooftop,"408 Oklahoma Ave NE",,"Washington, DC 20002",408,"Oklahoma Ave NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2020,"2020/11/30 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","1909 ROSEDALE ST NE 4, WASHINGTON, DC 20002","1909 ROSEDALE ST NE 4",20002,38.896637,-76.976726,1,rooftop,"1909 Rosedale St NE","Apt 4","Washington, DC 20002",1909,"Rosedale St NE",Apt,4,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2020,"2020/10/14 04:00:00+00","SOLAR SYSTEM","""CREF"" COMMUNITY SOLAR RENEWABLE FACILITY
222.4 kW DC Roof Top Solar Photovoltaic Energy Plant
556 - 400 Watt TrinaSolar Panels, 2 SolarEdge 100 kW Inverters, 1 - 300 Amp 3PH 480 Volt Main Service
Array Height less that 18"" above roof height","663 TAYLOR ST NE, WASHINGTON, DC 20017","663 TAYLOR ST NE",20017,38.938363,-76.996012,1,rooftop,"663 Taylor St NE",,"Washington, DC 20017",663,"Taylor St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
2020,"2020/01/13 05:00:00+00","SOLAR SYSTEM","Install 5.89 kW solar PV system using 18 327-watt solar panels with micro-inverters, roof mounted.","419 10TH ST NE, WASHINGTON, DC 20002","419 10TH ST NE",20002,38.895354,-76.992408,1,rooftop,"419 10th St NE",,"Washington, DC 20002",419,"10th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2020,"2020/02/18 05:00:00+00","SOLAR SYSTEM","INSTALL 19 ROOF MOUNTED SOLAR PANELS
5.510KW","3153 STANTON RD SE, WASHINGTON, DC 20020","3153 STANTON RD SE",20020,38.850126,-76.981256,1,rooftop,"3153 Stanton Rd SE",,"Washington, DC 20020",3153,"Stanton Rd SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
2020,"2020/02/19 05:00:00+00","SOLAR SYSTEM","Install 6.87 kW solar PV system using 21 327-watt solar panels with micro-inverters, roof mounted.","1668 MONTELLO AVE NE, WASHINGTON, DC 20002","1668 MONTELLO AVE NE",20002,38.908768,-76.98624,1,rooftop,"1668 Montello Ave NE",,"Washington, DC 20002",1668,"Montello Ave NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2020,"2020/07/14 04:00:00+00","SOLAR SYSTEM","Installation of new, roof-mounted, grid-tied solar photovoltaic electric system using 42 silfab 320W solar panels to create a system of total size 13.44kW","2840 ARIZONA TER NW","2840 ARIZONA TER NW",NA,38.929008,-77.102991,1,rooftop,"2840 Arizona Ter NW",,"Washington, DC 20016",2840,"Arizona Ter NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
2020,"2020/03/30 04:00:00+00","SOLAR SYSTEM","This is a 8.32 kW rooftop PV solar system","2029 NORTH CAPITOL ST NE, WASHINGTON, DC 20002","2029 NORTH CAPITOL ST NE",20002,38.917818,-77.00873,1,rooftop,"2029 N Capitol St NE",,"Washington, DC 20002",2029,"N Capitol St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2020,"2020/03/03 05:00:00+00","SOLAR SYSTEM","Install 4KW (13 panels) roof-mounted solar PV system","6 35TH ST NE, WASHINGTON, DC 20019","6 35TH ST NE",20019,38.890162,-76.95594,1,rooftop,"6 35th St NE",,"Washington, DC 20019",6,"35th St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2020,"2020/03/05 05:00:00+00","SOLAR SYSTEM","Install 6KW (20 panels) roof-mounted solar PV system","4831 46TH ST NW, WASHINGTON, DC 20016","4831 46TH ST NW",20016,38.953146,-77.090373,1,rooftop,"4831 46th St NW",,"Washington, DC 20016",4831,"46th St NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
2020,"2020/03/18 04:00:00+00","SOLAR SYSTEM","This is a 4.80 kW rooftop PV solar system install","17 LONGFELLOW ST NE, WASHINGTON, DC 20011","17 LONGFELLOW ST NE",20011,38.957485,-77.007631,1,rooftop,"17 Longfellow St NE",,"Washington, DC 20011",17,"Longfellow St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2020,"2020/04/24 04:00:00+00","SOLAR SYSTEM","Adding rooftop mounted solar with (20) 327 watt panels","1223 MORSE ST NE, WASHINGTON, DC 20002","1223 MORSE ST NE",20002,38.903103,-76.988708,1,rooftop,"1223 Morse St NE",,"Washington, DC 20002",1223,"Morse St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2020,"2020/03/30 04:00:00+00","SOLAR SYSTEM","adding rooftop mounted solar with (15) 400 watt panels","4922 8TH ST NE, WASHINGTON, DC 20017","4922 8TH ST NE",20017,38.948943,-76.995221,1,rooftop,"4922 8th St NE",,"Washington, DC 20017",4922,"8th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
2020,"2020/06/03 04:00:00+00","SOLAR SYSTEM","This is a 7.03 kW rooftop PV solar system install","4707 GEORGIA AVE NW, WASHINGTON, DC 20011","4707 GEORGIA AVE NW",20011,38.947522,-77.026521,1,rooftop,"4707 Georgia Ave NW",,"Washington, DC 20011",4707,"Georgia Ave NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2020,"2020/03/17 04:00:00+00","SOLAR SYSTEM","Installation of new, roof-mounted, grid-tied solar photovoltaic electric system using 17 LG 370W solar modules to create a system of total size - 6.29kW","2861 ARIZONA TER NW, WASHINGTON, DC 20016","2861 ARIZONA TER NW",20016,38.929042,-77.102159,1,rooftop,"2861 Arizona Ter NW",,"Washington, DC 20016",2861,"Arizona Ter NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
2020,"2020/03/30 04:00:00+00","SOLAR SYSTEM","Installation of new, roof-mounted, grid-tied solar photovoltaic electric system using 16 silfab 320W solar modules to create a system of total size - 5.12kW","224 V ST NE, WASHINGTON, DC 20002","224 V ST NE",20002,38.918293,-77.002518,1,rooftop,"224 V St NE",,"Washington, DC 20002",224,"V St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2020,"2020/03/24 04:00:00+00","SOLAR SYSTEM","REVISION TO PERMIT SOL1902125.  UPDATES EXISTING ELECTRICAL SERVICE AND NEW ELECTRICAL WIRING. 

RESIDENTIAL GRID INTERACTIVE SOLAR ELECTRIC INSTALLATION
HANWHA Q.PEAK DUO BLK-G5 315 SOLAR MODULES
(30) X315W = 9.45 KWdc @ STC
(30) IQ7-60-2-US MICRO INVERTERS","404 GALLATIN ST NW, WASHINGTON, DC 20011","404 GALLATIN ST NW",20011,38.951943,-77.01794,1,rooftop,"404 Gallatin St NW",,"Washington, DC 20011",404,"Gallatin St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2020,"2020/11/02 05:00:00+00","SOLAR SYSTEM","To install 5.16 kW size of solar panels on roof of building.","5327 29TH ST NW, WASHINGTON, DC 20015","5327 29TH ST NW",20015,38.959486,-77.05849,1,rooftop,"5327 29th St NW",,"Washington, DC 20015",5327,"29th St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
2020,"2020/09/08 04:00:00+00","SOLAR SYSTEM","INSTALL 22 ROOF MOUNTED SOLAR PANELS","935 47TH ST NE, WASHINGTON, DC 20019","935 47TH ST NE",20019,38.902592,-76.935484,1,rooftop,"935 47th St NE",,"Washington, DC 20019",935,"47th St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2020,"2020/09/03 04:00:00+00","SOLAR SYSTEM","INSTALL 23 ROOF MOUNTED SOLAR PANELS","935 47TH ST NE, WASHINGTON, DC 20019","935 47TH ST NE",20019,38.902592,-76.935484,1,rooftop,"935 47th St NE",,"Washington, DC 20019",935,"47th St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2020,"2020/09/08 04:00:00+00","SOLAR SYSTEM","INSTALL 42 ROOF MOUNTED SOLAR PANELS","4703 SHERIFF RD NE, WASHINGTON, DC 20019","4703 SHERIFF RD NE",20019,38.902595,-76.935427,1,rooftop,"4703 Sheriff Rd NE",,"Washington, DC 20019",4703,"Sheriff Rd NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2020,"2020/09/08 04:00:00+00","SOLAR SYSTEM","INSTALL 15 ROOF MOUNTED SOLAR PANELS","3112 16TH ST NW, WASHINGTON, DC 20010","3112 16TH ST NW",20010,38.92907,-77.036828,1,rooftop,"3112 16th St NW",,"Washington, DC 20010",3112,"16th St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
2020,"2020/09/16 04:00:00+00","SOLAR SYSTEM","To install 4.94 kW size of solar panels on roof of building. #DCSEUsfa2020sf","1036 BARNABY TER SE, WASHINGTON, DC 20032","1036 BARNABY TER SE",20032,38.834477,-76.988971,1,rooftop,"1036 Barnaby Ter SE",,"Washington, DC 20032",1036,"Barnaby Ter SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2020,"2020/09/21 04:00:00+00","SOLAR SYSTEM","To install 4.94 kW size of solar panels on roof of building. #DCSEUsfa2020sf","1320 BARNABY TER SE, WASHINGTON, DC 20032","1320 BARNABY TER SE",20032,38.833295,-76.987933,1,rooftop,"1320 Barnaby Ter SE",,"Washington, DC 20032",1320,"Barnaby Ter SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2020,"2020/09/16 04:00:00+00","SOLAR SYSTEM","To install 4.94 kW size of solar panels on roof of building. #DCSEUsfa2020sf","1338 BARNABY TER SE, WASHINGTON, DC 20032","1338 BARNABY TER SE",20032,38.833029,-76.988367,1,rooftop,"1338 Barnaby Ter SE",,"Washington, DC 20032",1338,"Barnaby Ter SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2020,"2020/09/16 04:00:00+00","SOLAR SYSTEM","To install 4.94 kW size of solar panels on roof of building. #DCSEUsfa2020sf","1252 BARNABY TER SE, WASHINGTON, DC 20032","1252 BARNABY TER SE",20032,38.834296,-76.987183,1,rooftop,"1252 Barnaby Ter SE",,"Washington, DC 20032",1252,"Barnaby Ter SE",,,Washington,DC,"District of Columbia",20032,US,"Statewide (City of Washington)"
2020,"2020/05/28 04:00:00+00","SOLAR SYSTEM","This is simply an revision to a previously issued permit (no. SOL2000980). Changes include an array layout reconfiguration and a slight update to the electrical one-line in order to account for the electrical heavy-up to performed there.","1363 PEABODY ST NW, WASHINGTON, DC 20011","1363 PEABODY ST NW",20011,38.963459,-77.032428,1,rooftop,"1363 Peabody St NW",,"Washington, DC 20011",1363,"Peabody St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2020,"2020/05/05 04:00:00+00","SOLAR SYSTEM","Install 3KW (10 panels) roof-mounted solar pv system","3114 WARDER ST NW, WASHINGTON, DC 20010","3114 WARDER ST NW",20010,38.92973,-77.019977,1,rooftop,"3114 Warder St NW",,"Washington, DC 20010",3114,"Warder St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
2020,"2020/05/27 04:00:00+00","SOLAR SYSTEM","Installation of new, roof-mounted solar photovoltaic electric system using 50 REC 370W solar panels to create a system of total size 18.5kW","5440 NEVADA AVE NW, WASHINGTON, DC 20015","5440 NEVADA AVE NW",20015,38.96255,-77.070189,1,rooftop,"5440 Nevada Ave NW",,"Washington, DC 20015",5440,"Nevada Ave NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
2020,"2020/05/06 04:00:00+00","SOLAR SYSTEM","REVISION TO PERMIT SOL2000880
Installation of 6.44kW roof mounted solar system with 23 280W Longi modules and a 5kW inverter.

This application is for a revised project that has already been approved. The original permit number is SOL2000880.","5058 D ST SE, WASHINGTON, DC 20019","5058 D ST SE",20019,38.88387,-76.928815,1,rooftop,"5058 D St SE",,"Washington, DC 20019",5058,"D St SE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2020,"2020/06/17 04:00:00+00","SOLAR SYSTEM","Installation of a roof-mounted 106.24 kW  solar PV system, consisting of 332 modules and a SolarEdge inverter system.","5901 BLAIR RD NW, WASHINGTON, DC 20011","5901 BLAIR RD NW",20011,38.961289,-77.009227,1,rooftop,"5901 Blair Rd NW",,"Washington, DC 20011",5901,"Blair Rd NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2020,"2020/05/27 04:00:00+00","SOLAR SYSTEM","Installation of Solar Array on Row home 
9.kW Total PV","744 MORTON ST NW, WASHINGTON, DC 20010","744 MORTON ST NW",20010,38.931737,-77.025034,1,rooftop,"744 Morton St NW",,"Washington, DC 20010",744,"Morton St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
2020,"2020/06/04 04:00:00+00","SOLAR SYSTEM","Installing 24 340W Panasonic Solar Panels on roof.","3216 CENTRAL AVE NE, WASHINGTON, DC 20018","3216 CENTRAL AVE NE",20018,38.931487,-76.968365,1,rooftop,"3216 Central Ave NE",,"Washington, DC 20018",3216,"Central Ave NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
2020,"2020/11/19 05:00:00+00","SOLAR SYSTEM","Installation of (45) roof mounted solar panels","1101 48TH ST NE, WASHINGTON, DC 20019","1101 48TH ST NE",20019,38.904862,-76.933489,1,rooftop,"1101 48th St NE",,"Washington, DC 20019",1101,"48th St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2020,"2020/08/17 04:00:00+00","SOLAR SYSTEM","Install 18 roof mounted solar panels, 5.58 kW","145 E ST SE, WASHINGTON, DC 20003","145 E ST SE",20003,38.883054,-77.004198,1,rooftop,"145 E St SE",,"Washington, DC 20003",145,"E St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
2020,"2020/06/03 04:00:00+00","SOLAR SYSTEM","REVISION to SOL2000874 : Revised Electrical Line Diagram","1524 CORCORAN ST NW, WASHINGTON, DC 20009","1524 CORCORAN ST NW",20009,38.911706,-77.035612,1,rooftop,"1524 Corcoran St NW",,"Washington, DC 20009",1524,"Corcoran St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
2020,"2020/08/05 04:00:00+00","SOLAR SYSTEM","INSTALLATION OF 9.28 KW ROOF MOUNTED PV SOLAR SYSTEM.","1718 HOBART ST NW, WASHINGTON, DC 20009","1718 HOBART ST NW",20009,38.927834,-77.040505,1,rooftop,"1718 Hobart St NW",,"Washington, DC 20009",1718,"Hobart St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
2020,"2020/07/02 04:00:00+00","SOLAR SYSTEM","SCOPE OF WORK
SYSTEM SIZE
 43 X 320W = 13.760KW 43 X 297.8W = 12.805KW DC
(43) TRINA SOLAR TSM-320DD05H.05(II)
(43) ENPHASE IQ7-60-2-US","1610 T ST SE, WASHINGTON, DC 20020","1610 T ST SE",20020,38.867483,-76.981892,1,rooftop,"1610 T St SE",,"Washington, DC 20020",1610,"T St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
2020,"2020/06/29 04:00:00+00","SOLAR SYSTEM","Installation of 2.24kW roof mounted solar system with 8 280watt Longi Green Energy Technology modules and a 3000H-US SolarEdge inverter.","2256 13TH ST NE, WASHINGTON, DC 20018","2256 13TH ST NE",20018,38.920151,-76.988302,1,rooftop,"2256 13th St NE",,"Washington, DC 20018",2256,"13th St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
2020,"2020/06/16 04:00:00+00","SOLAR SYSTEM","Altenergy will be installing (103) Axitec 385W modules on the roof of Root Public Charter School. Modules will be mounted either on a flush mounted IronRidge Racking system or on an IronRidge ballasted racking system. PV Modules will be wired with four modules wired to each QS1 MicroInverter mounted underneath the PV modules. The microinverters will then be wired into groups of 1, 2 or 3 before running to and A/C Combiner Panel. The output of the combiner panel will then be run down to an A/C disconnect next to the meter before running back inside to to make a supply-side connection via insulated piercing conductors.","15 KENNEDY ST NW, WASHINGTON, DC 20011","15 KENNEDY ST NW",20011,38.956871,-77.010312,1,rooftop,"15 Kennedy St NW",,"Washington, DC 20011",15,"Kennedy St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2020,"2020/07/21 04:00:00+00","SOLAR SYSTEM","Install 2KW (8 panels) roof-mounted solar PV system","5525 KANSAS AVE NW, WASHINGTON, DC 20011","5525 KANSAS AVE NW",20011,38.957313,-77.014163,1,rooftop,"5525 Kansas Ave NW",,"Washington, DC 20011",5525,"Kansas Ave NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2020,"2020/07/08 04:00:00+00","SOLAR SYSTEM","INSTALL 12 PANELS ROOF-MOUNTED SOLAR PV SYSTEM","1005 E ST SE, WASHINGTON, DC 20003","1005 E ST SE",20003,38.882532,-76.992333,1,rooftop,"1005 E St SE",,"Washington, DC 20003",1005,"E St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
2020,"2020/08/25 04:00:00+00","SOLAR SYSTEM","REVISION to SOL2000903 : Change to panel layout","4444 BRANDYWINE ST NW, WASHINGTON, DC 20016","4444 BRANDYWINE ST NW",20016,38.94945,-77.08824,1,rooftop,"4444 Brandywine St NW",,"Washington, DC 20016",4444,"Brandywine St NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
2020,"2020/06/24 04:00:00+00","SOLAR SYSTEM","Installation of new, roof-mounted, grid-tied solar photovoltaic electric system using 32 REC 270W solar panels to create a system of total size 11.84kW","6611 5TH ST NW, WASHINGTON, DC 20012","6611 5TH ST NW",20012,38.970814,-77.01961,1,rooftop,"6611 5th St NW",,"Washington, DC 20012",6611,"5th St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
2020,"2020/08/28 04:00:00+00","SOLAR SYSTEM","Install new 12.865 kW solar pv system using 31 x 415 watt solar panels, roof mount, flush, with micro-inverters","1314 MASSACHUSETTS AVE SE, WASHINGTON, DC 20003","1314 MASSACHUSETTS AVE SE",20003,38.889126,-76.987682,1,rooftop,"1314 Massachusetts Ave SE",,"Washington, DC 20003",1314,"Massachusetts Ave SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
2020,"2020/11/02 05:00:00+00","SOLAR SYSTEM","Installing 12 Asphalt Roof Mounted Solar Panels - 4.44 kW","2122 RAND PL NE, WASHINGTON, DC 20002","2122 RAND PL NE",20002,38.913539,-76.974399,1,rooftop,"2122 Rand Pl NE",,"Washington, DC 20002",2122,"Rand Pl NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2020,"2020/11/06 05:00:00+00","SOLAR SYSTEM","Installing 20 Asphalt Roof Mounted Solar Panels - 7.4 kW","6605 13TH PL NW, WASHINGTON, DC 20012","6605 13TH PL NW",20012,38.97024,-77.028274,1,rooftop,"6605 13th Pl NW",,"Washington, DC 20012",6605,"13th Pl NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
2020,"2020/12/09 05:00:00+00","SOLAR SYSTEM","Installation of a 9.79 kW roof-mount solar PV system, consisting of 22 solar modules and a SolarEdge inverter system.","1822 C ST NE, WASHINGTON, DC 20002","1822 C ST NE",20002,38.893599,-76.977942,1,rooftop,"1822 C St NE",,"Washington, DC 20002",1822,"C St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
2020,"2020/11/23 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","5355 HAYES ST NE, WASHINGTON, DC 20019","5355 HAYES ST NE",20019,38.899327,-76.92307,1,rooftop,"5355 Hayes St NE",,"Washington, DC 20019",5355,"Hayes St NE",,,Washington,DC,"District of Columbia",20019,US,"Statewide (City of Washington)"
2020,"2020/11/27 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","1603 EVARTS ST NE, WASHINGTON, DC 20018","1603 EVARTS ST NE",20018,38.92431,-76.981643,1,rooftop,"1603 Evarts St NE",,"Washington, DC 20018",1603,"Evarts St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
2020,"2020/11/17 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","429 EMERSON ST NW, WASHINGTON, DC 20011","429 EMERSON ST NW",20011,38.950184,-77.018736,1,rooftop,"429 Emerson St NW",,"Washington, DC 20011",429,"Emerson St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
2020,"2020/11/18 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","3625 13TH ST NE, WASHINGTON, DC 20017","3625 13TH ST NE",20017,38.934275,-76.988611,1,rooftop,"3625 13th St NE",,"Washington, DC 20017",3625,"13th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
2020,"2020/11/18 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","3526 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20010","3526 NEW HAMPSHIRE AVE NW",20010,38.933382,-77.026865,1,rooftop,"3526 New Hampshire Ave NW",,"Washington, DC 20010",3526,"New Hampshire Ave NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
2020,"2020/11/18 05:00:00+00","SOLAR SYSTEM","Roof Top Solar Installation","4823 KANSAS AVE NW, WASHINGTON, DC 20011","4823 KANSAS AVE NW",20011,38.94911,-77.020241,1,rooftop,"4823 Kansas Ave NW",,"Washington, DC 20011",4823,"Kansas Ave NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
